Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Time = Note + sdf.format(date),Chrome 74.0.3729.169,,2019-06-03 14:24:20,2019-06-03 14:24:20,0.012s,PASSED
return internal.GlobalVariable.Time,Chrome 74.0.3729.169,,2019-06-03 14:24:20,2019-06-03 14:24:20,0.176s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/item life date""))",Chrome 74.0.3729.169,,2019-06-03 14:24:20,2019-06-03 14:24:20,0.102s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item life date next month 23"", [""xxx"":abc(0)]))",Chrome 74.0.3729.169,,2019-06-03 14:24:20,2019-06-03 14:24:20,0.001s,PASSED
today = new java.util.Date(),Chrome 74.0.3729.169,,2019-06-03 14:24:20,2019-06-03 14:24:20,0.001s,PASSED
day1 = Date().plus(num),Chrome 74.0.3729.169,,2019-06-03 14:24:20,2019-06-03 14:24:20,0.001s,PASSED
"if (day1.format(""MM"") > today.format(""MM""))",Chrome 74.0.3729.169,,2019-06-03 14:24:20,2019-06-03 14:24:20,0.003s,PASSED
else,Chrome 74.0.3729.169,,2019-06-03 14:24:20,2019-06-03 14:24:20,0.078s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item enable""))",Chrome 74.0.3729.169,,2019-06-03 14:24:20,2019-06-03 14:24:20,0.081s,PASSED
"selectOptionByValue(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item enable select""), ""0: Y"", true)",Chrome 74.0.3729.169,,2019-06-03 14:24:20,2019-06-03 14:24:21,0.146s,PASSED
"setText(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item note""), time())",Chrome 74.0.3729.169,,2019-06-03 14:24:21,2019-06-03 14:24:21,0.002s,PASSED
date = new java.util.Date(),Chrome 74.0.3729.169,,2019-06-03 14:24:21,2019-06-03 14:24:21,0.001s,PASSED
sdf = new java.text.SimpleDateFormat(yyyyMMddHHmm),Chrome 74.0.3729.169,,2019-06-03 14:24:21,2019-06-03 14:24:21,0.000s,PASSED
Time = Note + sdf.format(date),Chrome 74.0.3729.169,,2019-06-03 14:24:21,2019-06-03 14:24:21,0.001s,PASSED
return internal.GlobalVariable.Time,Chrome 74.0.3729.169,,2019-06-03 14:24:21,2019-06-03 14:24:21,0.147s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Save button""))",Chrome 74.0.3729.169,,2019-06-03 14:24:21,2019-06-03 14:24:21,0.057s,PASSED
,,,,,,
Test Cases/Others/Accept and verify,Chrome 74.0.3729.169,,2019-06-03 14:24:21,2019-06-03 14:24:24,3.224s,PASSED
delay(3),Chrome 74.0.3729.169,,2019-06-03 14:24:21,2019-06-03 14:24:24,3.016s,PASSED
waitForAlert(5),Chrome 74.0.3729.169,,2019-06-03 14:24:24,2019-06-03 14:24:24,0.038s,PASSED
acceptAlert(),Chrome 74.0.3729.169,,2019-06-03 14:24:24,2019-06-03 14:24:24,0.030s,PASSED
"verifyElementClickable(findTestObject(""Others/Accept and verify/Verify button""))",Chrome 74.0.3729.169,,2019-06-03 14:24:24,2019-06-03 14:24:24,0.038s,PASSED
,,,,,,
Test Cases/3 Stock/3-5 Batch number maintain/3-5 Batch number maintain-Edit,Chrome 74.0.3729.169,,2019-06-03 14:24:24,2019-06-03 14:24:25,0.833s,FAILED
"click(findTestObject(""Object Repository/3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-edit/Sort by number""))",Chrome 74.0.3729.169,,2019-06-03 14:24:24,2019-06-03 14:24:24,0.068s,PASSED
"click(findTestObject(""Object Repository/3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-edit/Sort by number""))",Chrome 74.0.3729.169,,2019-06-03 14:24:24,2019-06-03 14:24:24,0.048s,PASSED
XXX = Time,Chrome 74.0.3729.169,,2019-06-03 14:24:24,2019-06-03 14:24:24,0.001s,PASSED
"click(findTestObject(""Object Repository/3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-edit/Select by number"", [""xxx"":XXX]))",Chrome 74.0.3729.169,,2019-06-03 14:24:24,2019-06-03 14:24:24,0.052s,PASSED
"click(findTestObject(""Object Repository/3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-edit/Edit button""))",Chrome 74.0.3729.169,,2019-06-03 14:24:24,2019-06-03 14:24:24,0.070s,PASSED
"setText(findTestObject(""Object Repository/3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-edit/Life days""), ""60"")",Chrome 74.0.3729.169,,2019-06-03 14:24:24,2019-06-03 14:24:25,0.443s,FAILED
