Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
date = new java.util.Date(),Chrome 74.0.3729.169,,2019-07-03 11:59:54,2019-07-03 11:59:54,0.001s,PASSED
sdf = new java.text.SimpleDateFormat(yyyyMMddHHmm),Chrome 74.0.3729.169,,2019-07-03 11:59:54,2019-07-03 11:59:54,0.001s,PASSED
Time = Note + sdf.format(date),Chrome 74.0.3729.169,,2019-07-03 11:59:54,2019-07-03 11:59:54,0.002s,PASSED
return internal.GlobalVariable.Time,Chrome 74.0.3729.169,,2019-07-03 11:59:54,2019-07-03 11:59:54,0.331s,PASSED
takeScreenshot(),Chrome 74.0.3729.169,,2019-07-03 11:59:54,2019-07-03 11:59:55,0.458s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Add/Save button""))",Chrome 74.0.3729.169,,2019-07-03 11:59:55,2019-07-03 11:59:55,0.122s,PASSED
,,,,,,
Test Cases/Others/Accept and verify,Chrome 74.0.3729.169,,2019-07-03 11:59:55,2019-07-03 11:59:56,1.459s,PASSED
delay(1),Chrome 74.0.3729.169,,2019-07-03 11:59:55,2019-07-03 11:59:56,1.030s,PASSED
waitForAlert(5),Chrome 74.0.3729.169,,2019-07-03 11:59:56,2019-07-03 11:59:56,0.018s,PASSED
acceptAlert(),Chrome 74.0.3729.169,,2019-07-03 11:59:56,2019-07-03 11:59:56,0.023s,PASSED
"verifyElementClickable(findTestObject(""Others/Accept and verify/Verify button""))",Chrome 74.0.3729.169,,2019-07-03 11:59:56,2019-07-03 11:59:56,0.088s,PASSED
,,,,,,
Test Cases/3 Stock/3-5 Batch no maintain/3-5 Batch no maintain-Edit,Chrome 74.0.3729.169,,2019-07-03 11:59:56,2019-07-03 12:00:00,3.385s,PASSED
delay(1),Chrome 74.0.3729.169,,2019-07-03 11:59:57,2019-07-03 11:59:58,1.003s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Edit/Sort by number""))",Chrome 74.0.3729.169,,2019-07-03 11:59:58,2019-07-03 11:59:58,0.201s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Edit/Sort by number""))",Chrome 74.0.3729.169,,2019-07-03 11:59:58,2019-07-03 11:59:58,0.161s,PASSED
XXX = Time,Chrome 74.0.3729.169,,2019-07-03 11:59:58,2019-07-03 11:59:58,0.002s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Edit/Select by number"", [""xxx"":XXX]))",Chrome 74.0.3729.169,,2019-07-03 11:59:58,2019-07-03 11:59:58,0.178s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Edit/Edit button""))",Chrome 74.0.3729.169,,2019-07-03 11:59:58,2019-07-03 11:59:58,0.250s,PASSED
"sendKeys(findTestObject(""3 Stock/3-5 Batch number maintain/Edit/Life days""), Keys.chord(CONTROL, ""a""))",Chrome 74.0.3729.169,,2019-07-03 11:59:58,2019-07-03 11:59:59,0.199s,PASSED
"sendKeys(findTestObject(""3 Stock/3-5 Batch number maintain/Edit/Life days""), Keys.chord(DELETE))",Chrome 74.0.3729.169,,2019-07-03 11:59:59,2019-07-03 11:59:59,0.122s,PASSED
"setText(findTestObject(""3 Stock/3-5 Batch number maintain/Edit/Life days""), ""60"")",Chrome 74.0.3729.169,,2019-07-03 11:59:59,2019-07-03 11:59:59,0.212s,PASSED
takeScreenshot(),Chrome 74.0.3729.169,,2019-07-03 11:59:59,2019-07-03 12:00:00,0.612s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Edit/Save button""))",Chrome 74.0.3729.169,,2019-07-03 12:00:00,2019-07-03 12:00:00,0.168s,PASSED
,,,,,,
Test Cases/Others/Accept and verify,Chrome 74.0.3729.169,,2019-07-03 12:00:00,2019-07-03 12:00:01,1.528s,PASSED
delay(1),Chrome 74.0.3729.169,,2019-07-03 12:00:00,2019-07-03 12:00:01,1.003s,PASSED
waitForAlert(5),Chrome 74.0.3729.169,,2019-07-03 12:00:01,2019-07-03 12:00:01,0.019s,PASSED
acceptAlert(),Chrome 74.0.3729.169,,2019-07-03 12:00:01,2019-07-03 12:00:01,0.030s,PASSED
"verifyElementClickable(findTestObject(""Others/Accept and verify/Verify button""))",Chrome 74.0.3729.169,,2019-07-03 12:00:01,2019-07-03 12:00:01,0.456s,PASSED
,,,,,,
Test Cases/3 Stock/3-5 Batch no maintain/3-5 Batch no maintain-Delete,Chrome 74.0.3729.169,,2019-07-03 12:00:01,2019-07-03 12:00:04,2.633s,FAILED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Delete/Sort by batch number no""))",Chrome 74.0.3729.169,,2019-07-03 12:00:02,2019-07-03 12:00:02,0.173s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Delete/Sort by batch number no""))",Chrome 74.0.3729.169,,2019-07-03 12:00:02,2019-07-03 12:00:02,0.159s,PASSED
XXX = Time,Chrome 74.0.3729.169,,2019-07-03 12:00:02,2019-07-03 12:00:02,0.001s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Delete/Select batch number by note""))",Chrome 74.0.3729.169,,2019-07-03 12:00:02,2019-07-03 12:00:02,0.234s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Delete/Batch number delete button""))",Chrome 74.0.3729.169,,2019-07-03 12:00:02,2019-07-03 12:00:03,0.213s,PASSED
takeScreenshot(),Chrome 74.0.3729.169,,2019-07-03 12:00:03,2019-07-03 12:00:03,0.690s,PASSED
"click(findTestObject(""3 Stock/3-5 3-5 Btach number maintain/Delete/Ok button""))",Chrome 74.0.3729.169,,2019-07-03 12:00:03,2019-07-03 12:00:04,0.655s,FAILED
