Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"setText(findTestObject(""3 Stock/3-5 Batch number maintain/Edit/Life days""), ""60"")",Chrome 74.0.3729.169,,2019-07-03 12:02:09,2019-07-03 12:02:10,0.198s,PASSED
takeScreenshot(),Chrome 74.0.3729.169,,2019-07-03 12:02:10,2019-07-03 12:02:10,0.634s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Edit/Save button""))",Chrome 74.0.3729.169,,2019-07-03 12:02:10,2019-07-03 12:02:10,0.203s,PASSED
,,,,,,
Test Cases/Others/Accept and verify,Chrome 74.0.3729.169,,2019-07-03 12:02:10,2019-07-03 12:02:12,1.314s,PASSED
delay(1),Chrome 74.0.3729.169,,2019-07-03 12:02:10,2019-07-03 12:02:11,1.002s,PASSED
waitForAlert(5),Chrome 74.0.3729.169,,2019-07-03 12:02:11,2019-07-03 12:02:11,0.008s,PASSED
acceptAlert(),Chrome 74.0.3729.169,,2019-07-03 12:02:11,2019-07-03 12:02:11,0.019s,PASSED
"verifyElementClickable(findTestObject(""Others/Accept and verify/Verify button""))",Chrome 74.0.3729.169,,2019-07-03 12:02:11,2019-07-03 12:02:12,0.271s,PASSED
,,,,,,
Test Cases/3 Stock/3-5 Batch no maintain/3-5 Batch no maintain-Delete,Chrome 74.0.3729.169,,2019-07-03 12:02:12,2019-07-03 12:02:17,5.290s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Delete/Sort by batch number no""))",Chrome 74.0.3729.169,,2019-07-03 12:02:12,2019-07-03 12:02:13,0.205s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Delete/Sort by batch number no""))",Chrome 74.0.3729.169,,2019-07-03 12:02:13,2019-07-03 12:02:13,0.216s,PASSED
XXX = Time,Chrome 74.0.3729.169,,2019-07-03 12:02:13,2019-07-03 12:02:13,0.001s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Delete/Select batch number by note""))",Chrome 74.0.3729.169,,2019-07-03 12:02:13,2019-07-03 12:02:13,0.169s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Delete/Batch number delete button""))",Chrome 74.0.3729.169,,2019-07-03 12:02:13,2019-07-03 12:02:13,0.208s,PASSED
takeScreenshot(),Chrome 74.0.3729.169,,2019-07-03 12:02:13,2019-07-03 12:02:14,0.693s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Delete/Ok button""))",Chrome 74.0.3729.169,,2019-07-03 12:02:14,2019-07-03 12:02:14,0.161s,PASSED
delay(2),Chrome 74.0.3729.169,,2019-07-03 12:02:14,2019-07-03 12:02:16,2.003s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Delete/Sort by batch number no""))",Chrome 74.0.3729.169,,2019-07-03 12:02:16,2019-07-03 12:02:16,0.154s,PASSED
"click(findTestObject(""3 Stock/3-5 Batch number maintain/Delete/Sort by batch number no""))",Chrome 74.0.3729.169,,2019-07-03 12:02:16,2019-07-03 12:02:16,0.133s,PASSED
takeScreenshot(),Chrome 74.0.3729.169,,2019-07-03 12:02:16,2019-07-03 12:02:17,0.643s,PASSED
"ZZZ = getText(findTestObject(""3 Stock/3-5 Batch number maintain/Delete/Select batch number by note""))",Chrome 74.0.3729.169,,2019-07-03 12:02:17,2019-07-03 12:02:17,0.111s,PASSED
"verifyNotMatch(XXX, ZZZ, true)",Chrome 74.0.3729.169,,2019-07-03 12:02:17,2019-07-03 12:02:17,0.015s,PASSED
