Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"setText(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/item batch code""), ""77889900"")",Chrome 74.0.3729.169,,2019-06-03 13:37:42,2019-06-03 13:37:42,0.105s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/item life date""))",Chrome 74.0.3729.169,,2019-06-03 13:37:42,2019-06-03 13:37:42,0.101s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item life date next month 23"", [""xxx"":abc(0)]))",Chrome 74.0.3729.169,,2019-06-03 13:37:42,2019-06-03 13:37:42,0.003s,PASSED
today = new java.util.Date(),Chrome 74.0.3729.169,,2019-06-03 13:37:42,2019-06-03 13:37:42,0.004s,PASSED
day1 = Date().plus(num),Chrome 74.0.3729.169,,2019-06-03 13:37:42,2019-06-03 13:37:42,0.002s,PASSED
"if (day1.format(""MM"") > today.format(""MM""))",Chrome 74.0.3729.169,,2019-06-03 13:37:42,2019-06-03 13:37:42,0.002s,PASSED
else,Chrome 74.0.3729.169,,2019-06-03 13:37:42,2019-06-03 13:37:42,0.141s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item enable""))",Chrome 74.0.3729.169,,2019-06-03 13:37:42,2019-06-03 13:37:42,0.078s,PASSED
"selectOptionByValue(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item enable select""), ""0: Y"", true)",Chrome 74.0.3729.169,,2019-06-03 13:37:42,2019-06-03 13:37:43,0.138s,PASSED
"setText(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Item note""), time())",Chrome 74.0.3729.169,,2019-06-03 13:37:43,2019-06-03 13:37:43,0.003s,PASSED
date = new java.util.Date(),Chrome 74.0.3729.169,,2019-06-03 13:37:43,2019-06-03 13:37:43,0.000s,PASSED
sdf = new java.text.SimpleDateFormat(yyyyMMddHHmm),Chrome 74.0.3729.169,,2019-06-03 13:37:43,2019-06-03 13:37:43,0.006s,PASSED
Time = Note + sdf.format(date),Chrome 74.0.3729.169,,2019-06-03 13:37:43,2019-06-03 13:37:43,0.014s,PASSED
return internal.GlobalVariable.Time,Chrome 74.0.3729.169,,2019-06-03 13:37:43,2019-06-03 13:37:43,0.204s,PASSED
"click(findTestObject(""3 Stock/3-5 Btach number maintain/3-5 Btach number maintain-add/Save button""))",Chrome 74.0.3729.169,,2019-06-03 13:37:43,2019-06-03 13:37:43,0.062s,PASSED
,,,,,,
Test Cases/Others/Accept and verify,Chrome 74.0.3729.169,,2019-06-03 13:37:43,2019-06-03 13:37:46,3.258s,PASSED
delay(3),Chrome 74.0.3729.169,,2019-06-03 13:37:43,2019-06-03 13:37:46,3.020s,PASSED
waitForAlert(5),Chrome 74.0.3729.169,,2019-06-03 13:37:46,2019-06-03 13:37:46,0.033s,PASSED
acceptAlert(),Chrome 74.0.3729.169,,2019-06-03 13:37:46,2019-06-03 13:37:46,0.027s,PASSED
"verifyElementClickable(findTestObject(""Others/Accept and verify/Verify button""))",Chrome 74.0.3729.169,,2019-06-03 13:37:46,2019-06-03 13:37:46,0.044s,PASSED
